ID,DATE,QUALITY,MIN_5CM,MIN_2M,MEAN_2M,MAX_2M,REL_HUMIDITY,MEAN_WIND_STRENGTH,MAX_WIND_SPEED,SUNSHINE,MEAN_CLOUDINESS,PRECIPITATION,MEAN_PRESSURE
891,2020-12-23,3,0,1.5,4.1,5.6,94.38,4.4,13.3,0,6.1,24.3,1008.64,
891,2020-12-24,3,2,3.5,4.7,6.2,86.96,4.7,10.5,1.117,6.8,0.1,1007.71,
891,2020-12-25,3,-4,1,3.2,5,72.38,2.8,9.7,6.333,1.3,0.1,1019.48,
891,2020-12-26,3,-0.3,0.9,3.8,5.4,88,5.6,17.8,0.017,7.9,0.5,1012.5,
891,2020-12-27,3,2.5,3.2,4.2,5.5,85.29,6.8,20.8,0,7.7,11.8,983.11,
891,2020-12-28,3,0.4,3.4,4,4.7,90.38,3.2,9.2,0,7.8,4.3,978.13,
891,2020-12-29,3,0.3,0.9,2.4,4.2,93.46,4.2,10.1,0,7.8,2.6,983.67,
891,2020-12-30,3,2.5,3.7,4.3,4.8,91.08,5.9,13.2,0,7.6,1.9,994.56,
891,2020-12-31,3,2.2,3,3.6,4.5,87.83,4.8,11.9,0,7.8,0.5,999.97,
891,2021-01-01,3,0.1,2.1,3.4,4.5,94.88,3,7.6,0,7,1.5,1004.25,
891,2021-01-02,3,3.4,4,4.4,4.8,94.21,2.7,7.2,0,7.8,0,1011.29,
891,2021-01-03,3,1.5,2.7,3.6,4.3,87.83,7.6,15.2,0.5,7.5,0,1017.63,
891,2021-01-04,3,0.8,1.6,2.4,3.6,86.42,9.2,15.7,0,7.8,0.2,1019.6,
891,2021-01-05,3,1,1.8,2.8,3.4,86.21,8,14.8,0,7.9,0,1019.02,
891,2021-01-06,3,0.5,1,1.7,2.5,88.63,4.1,11.7,0,7.6,1.4,1013.85,
891,2021-01-07,3,0,0.9,1.6,2,94.79,2.3,7.6,0,7.8,1.1,1008.49,
891,2021-01-08,3,0.5,0.9,1.6,2.3,86.75,3.5,9.3,0,7.9,0,1012.74,
891,2021-01-09,3,-4,-1.6,0.8,2.1,88.83,2.3,8,0.117,6,0,1020.7,
891,2021-01-10,3,-3.6,-2.2,1.5,4.1,94.5,4.4,13.4,0.05,7.3,4.2,1019.22,
891,2021-01-11,3,3.1,3.6,4.3,6.2,93.79,7,17.2,0,7.7,10.3,1009.16,
891,2021-01-12,3,0.3,2.1,4.5,6.5,80.58,6.7,18.6,3.25,5.6,2.4,1001.6,
891,2021-01-13,3,-0.2,1.1,3.5,6.2,78.04,9.7,20.2,1.5,4.7,2.6,1005.92,
891,2021-01-14,3,-1.2,0,1.1,2.1,83.33,4.4,16.6,1.8,6.3,0,1018.83,
891,2021-01-15,3,-2.2,-1.3,0,1.2,73.83,2.7,9.9,1.583,7.4,0,1025.91,
891,2021-01-16,3,-4.2,-2.2,-0.7,0.8,76.58,2.5,7.3,0.533,7.6,0,1021.78,
891,2021-01-17,3,-1.4,-0.8,0,0.8,83.17,2.7,7.8,0.5,7.9,0.1,1016.31,
891,2021-01-18,3,-0.1,0.6,3.5,5,93.83,4.9,13.1,0,7.5,10.3,1014.24,
891,2021-01-19,3,2.9,4.3,5.9,8.7,93.17,5.2,15,0,7.6,13.9,1001.27,
891,2021-01-20,3,5.3,6.5,8.3,10,77.46,6,15.8,0,7.9,0.3,993.43,
891,2021-01-21,3,4.1,5.6,8,10,67.17,6.6,22.5,3.7,6.5,9.7,985.27,
891,2021-01-22,3,0.4,2.7,4.5,6,83.58,5.7,16.2,3.1,5.6,0,986.19,
891,2021-01-23,3,-1.2,0.7,2.7,4.5,86.5,3,9.8,0.1,7.9,0.3,993,
891,2021-01-24,3,-3.1,0.4,2,4.6,91.17,2.2,6.4,0.85,7.8,2.2,994.64,
891,2021-01-25,3,-1.7,0.4,1.9,5,89.13,2.8,9.8,4.283,6,0.9,1000.93,
891,2021-01-26,3,-4.7,-0.2,2.5,5.8,86.79,3.1,10,5.45,4.8,0,1010.57,
891,2021-01-27,3,-0.1,1.5,2.3,5.1,91.13,3.5,9.5,0.433,7.8,0.5,1007.94,
891,2021-01-28,3,-1.4,-0.3,1.1,4.2,83.46,4.8,10.4,1.133,7.6,0,1003.85,
891,2021-01-29,3,-1.8,-1.6,-0.3,0.7,85.25,9.9,19.7,0,7.7,3.2,995.77,
891,2021-01-30,3,-4.6,-4,-1.2,2,81.79,2.7,11.2,5.183,2.6,0,1003.3,
891,2021-01-31,3,-4.6,-4.4,-2.4,0.7,84.75,3.4,8.8,4.75,4.9,0,1002.45,
891,2021-02-01,3,-3.2,-3.5,-1.9,-0.6,82.17,6,13.6,0,7.8,0,996.4,
891,2021-02-02,3,-3.6,-2.2,-0.5,1.2,90.75,3.6,10.9,0.317,7.5,0.6,999.84,
891,2021-02-03,3,-0.7,-0.2,0.8,1.7,93.46,8.6,16.2,0,7.9,6.1,996.25,
891,2021-02-04,3,-0.3,0,1,1.8,90.71,8.1,13,0.317,7.8,0.9,1011.11,
891,2021-02-05,3,-0.5,0.4,1,1.7,82.29,10,19.8,0,8,0,1015.17,
891,2021-02-06,3,-3.2,-2,-0.2,0.5,64.5,14.7,24,0,7.9,0,1016.4,
891,2021-02-07,3,-3.6,-2.9,-2,-1.2,56.38,18.4,28.9,0,7.7,0,1010.11,
891,2021-02-08,3,-3.2,-2.1,-1.3,-0.4,65.04,13.8,24.2,0.25,7.9,0,1005.4,
891,2021-02-09,3,-4.4,-3.2,-2.2,-1.2,76.38,8.9,16.5,0.783,7,0,1007.49,
891,2021-02-10,3,-4.5,-3.5,-2.6,-1.4,75.96,5.2,10.6,0.317,5.3,0,1014.15,
891,2021-02-11,3,-6.1,-4.3,-2.8,-1.4,78.42,3.2,8.8,5.617,3.8,0,1028.41,
891,2021-02-12,3,-7.5,-5.7,-3.8,-1.8,69.71,5.1,9.5,8.733,0,0,1036.87,
891,2021-02-13,3,-12.1,-6.1,-3.5,-1.1,77.75,1.5,5.5,8.817,0,0,1040.56,
891,2021-02-14,3,-10,-8.2,-3,2.5,65.71,3,9,8.583,5.2,0,1037.3,
891,2021-02-15,3,-1.9,-0.8,0.5,2.2,65.54,4.7,13.9,0,7.8,9.1,1022.78,
891,2021-02-16,3,-0.1,1.8,3.5,5.6,96.71,3.1,9.8,0,7.9,4.3,1012.38,
891,2021-02-17,3,3.3,4,6.4,8.6,93.25,4.6,12.7,0,7.8,0.6,1010.8,
891,2021-02-18,3,4.5,5.5,8.3,11.4,79.25,4,12.9,4.05,7.8,3.9,1009.19,
891,2021-02-19,3,2.4,4.1,6.5,9.7,79.21,4.5,12.8,7.9,5.3,0,1012.11,
891,2021-02-20,3,4,5.8,9.6,14.5,73.88,3.6,9.3,3.383,6.5,0,1012.32,
891,2021-02-21,3,2.1,5.6,10.9,17.2,69.79,2.7,7.6,9.283,3.4,0,1012.91,
891,2021-02-22,3,3,7,12,16.8,56.79,3.3,12.1,6.3,0.5,0,1017.02,
891,2021-02-23,3,4.4,8.7,12.6,16.1,67.71,3.2,11.4,1.5,6.4,0,1025.66,
891,2021-02-24,3,8.9,11.8,14.3,17.5,65.54,4.5,13.9,3.9,6.9,0,1025.42,
891,2021-02-25,3,4.6,5.9,10.4,15,77.21,4.8,12.1,7.1,4.8,0,1023.55,
891,2021-02-26,3,2.4,4.3,5.5,7.5,88.92,5.5,11,5.5,4.6,0.1,1030.13,
891,2021-02-27,3,2.1,2.9,4.5,7.2,95.46,4.7,9.5,3.467,6.6,0,1037.02,
891,2021-02-28,3,1,1.5,3.2,4.7,98.54,3.4,7.2,0.15,8,0,1036.38,
891,2021-03-01,3,1.3,1.1,2.4,4.3,99,1.6,4.7,0.133,7.9,0,1034.74,
891,2021-03-02,3,-0.3,-0.7,2.4,6.7,97.25,3.1,7,1.717,5.3,0,1031.95,
891,2021-03-03,3,-1.1,0.3,4.2,11,90.63,4.1,11.2,6.767,3.8,0,1024.64,
891,2021-03-04,3,-0.6,1.5,3.7,5.6,80.13,5.5,12.8,0.017,6.3,0,1018.97,
891,2021-03-05,3,-1.1,0.7,3,5.6,65.96,3.8,8.8,9.267,1.2,0,1027,
891,2021-03-06,3,0.9,2.6,4.4,7,79.42,5.9,12.4,1.883,7.3,0,1029.63,
891,2021-03-07,3,0.3,2.2,4,5.3,77.08,6.6,13.3,0,7.2,0.1,1021.22,
891,2021-03-08,3,-3.6,0.7,3.1,5.3,61.38,3.1,8.6,8.283,5.8,1.8,1021.2,
891,2021-03-09,3,0,0.7,2,3.7,86.71,5.2,10.8,0,7.8,0,1016.87,
891,2021-03-10,3,0.1,1.6,4.4,6.6,85.29,3.8,13.1,0.117,7.7,19.2,1012.57,
891,2021-03-11,3,4.4,5.5,7.4,10.3,82.46,8,28.6,1.117,6.8,4.2,990.55,
891,2021-03-12,3,1.6,3.2,5.9,8.4,81.54,6.9,20.1,3.217,6.8,9.2,996.57,
891,2021-03-13,3,2.1,3.9,5.5,8.7,83.67,7.4,25.1,2.667,7,16.6,986.88,
891,2021-03-14,3,2.6,4.5,5.8,7.8,86.13,7.7,19,6.9,5.8,0,1000.75,
891,2021-03-15,3,2.5,4.3,5.3,6.8,84.54,7.9,16.8,1.1,5.7,1,1006.41,
891,2021-03-16,3,1.9,2.9,5,7,80.08,7.2,12.5,6.483,5.8,0.5,1018.29,
891,2021-03-17,3,-1,2.1,4.5,6.5,78.13,4.7,10.7,8.75,6,0,1022.83,
891,2021-03-18,3,-0.3,2.1,4.4,6.4,79.58,4.1,8.9,5.533,6.8,0,1021.37,
891,2021-03-19,3,-3.4,-0.4,3.4,6,71.5,4.1,10.4,3.333,4,0,1024.78,
891,2021-03-20,3,-3.2,-0.7,3.1,5.5,79.79,5.4,14.1,0.1,7.5,0.2,1024.21,
891,2021-03-21,3,3.4,4.8,5.6,6.8,80.58,10.5,19.2,5.65,7.8,0,1016.88,
891,2021-03-22,3,3.3,4.8,5.6,7.6,85.38,6.3,11.7,0.267,7.8,0,1020.75,
891,2021-03-23,3,4.7,5.3,6.5,8.3,82.92,3.7,8.9,0,8,0,1021.78,
891,2021-03-24,3,3.3,6.5,8.7,13,74.46,3.6,10.6,5.917,6,0,1019.28,
891,2021-03-25,3,4.6,5.6,9.1,13.5,80.46,2.9,8.8,4.15,6.4,0.1,1017.34,
891,2021-03-26,3,2.8,5.2,10.2,15.4,67.83,3.3,13.9,4.033,5,3.3,1013.31,
891,2021-03-27,3,3.1,4.7,6.7,10.8,77.58,6.8,18.3,7.5,5,0.2,1013.46,
891,2021-03-28,3,3.4,4.9,7.7,10.4,80.33,5.9,15.3,0.7,7.8,1.4,1020.5,
891,2021-03-29,3,7,9.2,11.1,14.6,77.54,5.5,15.2,2.5,6.5,0.2,1023.29,
891,2021-03-30,3,1.8,8.3,11.7,16.5,71.33,3.6,9.4,11.95,1.8,0,1027.18,
891,2021-03-31,3,2.6,7.8,11.4,17,69.75,1.8,5.4,11.083,2.2,0,1020.56,
891,2021-04-01,3,2.3,5.5,8.3,13,80.04,5.6,13.8,2.567,6.5,0,1020.08,
891,2021-04-02,1,3.5,4.7,6.2,7.9,77.38,8.2,15.7,0.367,6.1,0,1021.72,
891,2021-04-03,1,2.4,5.2,6.7,9,78,4.6,9.1,9.6,3.9,0,1023.92,
891,2021-04-04,1,4.9,5.6,6.3,7.5,77.33,6.4,17.5,0.017,7.9,1.4,1017.32,
891,2021-04-05,1,0,-0.4,3.6,6.9,71.38,10.7,21.8,5.283,5.9,0.7,1001.21,
891,2021-04-06,1,0.4,1.4,3.7,5.9,70.96,9.3,18.6,3.55,5.9,1.9,1003.57,
891,2021-04-07,1,0,1.2,4,6.9,79.08,8.6,19.3,3.167,5.5,1.4,1008.02,
891,2021-04-08,1,1.2,2.5,5.4,7.5,63.79,6.8,15.3,1.417,6.8,0.2,1016.1,
891,2021-04-09,1,3.4,4.8,6,7.6,77,5.4,14.3,0,7.8,2.1,1009.81,
891,2021-04-10,1,2.1,3.4,5.5,6.9,65.88,3.5,15.8,5.417,7.8,7.8,1013.68,
891,2021-04-11,1,0.8,2.5,4.6,7.2,87.17,7.5,17.6,0.067,7.7,1,1008.85,
891,2021-04-12,1,0.8,2.8,4.7,7.1,71.92,6,14,8.467,4.1,0.5,1021.32,
891,2021-04-13,1,1,3.5,5.6,8,74.17,7,17.3,6.117,3.8,0.3,1026.91,
891,2021-04-14,1,0.7,2.6,5.3,7.4,75.08,5.3,14,9.05,3.6,1.3,1028.17,
891,2021-04-15,1,-4.4,3.6,6.3,9,72.17,3.2,10.7,7.4,4.4,0,1029.43,
891,2021-04-16,1,2.3,5.3,7.5,10.7,69.04,3.8,10.7,12.15,3,0,1027.07,
891,2021-04-17,1,0.4,5.3,7.9,10.6,76,4.3,10.3,7.033,2.7,0,1023.51,
891,2021-04-18,1,4.1,6.8,9.7,14.2,72.88,3.4,7.5,9.683,5.6,0.1,1021.18,
891,2021-04-19,1,4.7,5.6,9.1,14.9,82.46,3.8,8.5,6.733,3.3,0,1020.25,
891,2021-04-20,1,0.5,6.4,9.4,14.7,70.63,3.2,8.3,13.05,0,0,1016.67,
891,2021-04-21,1,-0.1,6.1,7.5,9.8,71.33,7.9,17.3,6.467,4.5,0,1016.03,
891,2021-04-22,1,5.4,6.2,7.3,9.5,69.71,10.7,17.8,6.133,6.5,0,1020.94,
891,2021-04-23,1,4.1,6.2,7.4,10,71.08,7.6,13.8,9.6,5.1,0,1025.68,
891,2021-04-24,1,4.1,5.6,7.5,9.9,64.96,7.6,12.5,12.433,4.5,0,1025.42,
891,2021-04-25,1,3.6,5.5,7.5,10.1,59.79,4.8,11.4,13.667,1.6,0,1025.01,
891,2021-04-26,1,-4.7,2.8,6.8,8.9,60.42,3,14,13.033,1.8,0,1019.9,
891,2021-04-27,1,1.9,3.8,8.1,11.6,55.83,6.5,13.2,13.633,3.6,0,1013.27,
891,2021-04-28,1,3.5,5.7,9.6,14.3,60.58,5.3,11.7,12.683,3.2,0,1006.44,
891,2021-04-29,1,4.7,7.4,8.6,10.5,83.54,5.3,10.4,0.9,7.2,5.4,1002.27,
891,2021-04-30,1,4.5,7.6,9.4,12.8,75.75,2.7,8.8,8.433,6.8,0,1010.86,
891,2021-05-01,1,1.3,6.6,8.3,10.7,83.5,2.9,8.3,1.283,7.5,10.7,1011.45,
891,2021-05-02,1,0.2,5.5,7.5,11.6,79.79,5.5,16.4,1.633,6.9,1.7,1012.61,
891,2021-05-03,1,3.6,4.4,7.4,11,77.75,4.8,15.4,2.417,6.9,7.5,1013.48,
891,2021-05-04,1,5.9,6.8,8.3,10.9,81.83,6.8,21.9,0.583,7.7,21.1,991.35,
891,2021-05-05,1,4.6,5.7,7,8.3,81.04,11.2,22.9,0.617,7.1,6.5,994.28,
891,2021-05-06,1,3.1,4.2,7.3,10.1,65.17,6.5,17.3,12.033,4.3,0,1003.03,
891,2021-05-07,1,2,3.8,7.5,10.4,71.79,6.4,17.6,7.833,5.5,0.1,1009.42,
891,2021-05-08,1,1.9,5.4,9.3,13.8,71.33,3.8,12.5,6.617,5.7,9.4,1012,
891,2021-05-09,1,9,10.2,17.5,22.8,65.17,3.9,12,7.267,6.1,1.2,1001.77,
891,2021-05-10,1,10.9,12.5,17.1,23.8,69.71,3.8,18.8,2.95,7.7,6.2,1003.4,
891,2021-05-11,1,10.1,10.6,11.9,13.7,89.29,3.9,10.2,0,7.8,1.2,1008.31,
891,2021-05-12,1,8.8,9.3,11.1,13.8,88.75,4.8,10.6,0.917,7.9,0,1008.37,
891,2021-05-13,1,8.3,8.3,9.2,10.5,91.96,4.2,7.1,0,7.9,0.2,1006.88,
891,2021-05-14,1,6.4,8.2,9,10.2,87,4.4,9.7,0,7.9,3.1,1005.28,
891,2021-05-15,1,6.1,8,9.9,12.5,84.71,3,11.4,1.083,7.4,7.1,1002.67,
891,2021-05-16,1,6.3,8.6,10.9,14.3,83.92,2.4,9.7,3.733,7.4,4.2,998.63,
891,2021-05-17,1,3.5,7.9,10.9,14.6,83.5,2.8,8,5.45,6.8,0.6,1001.21,
891,2021-05-18,1,5,8.7,10.9,14,80.46,4,8.1,5.9,5.1,0,1009.48,
891,2021-05-19,1,3.9,8.3,11.1,14.7,76.13,3.7,9.8,8.1,5.3,0,1013.85,
891,2021-05-20,1,8.4,9.9,11.9,14.7,72.58,3.9,9.1,6.55,6.3,0.3,1014.83,
891,2021-05-21,1,8.2,9.9,12,16.7,71.29,4.3,21.8,3.65,7,2.7,1000.17,
891,2021-05-22,1,8.5,9.7,10.8,12.9,78.67,6.3,18.8,0.2,7.8,3.8,997.44,
891,2021-05-23,1,7,8.7,10.9,14.3,72.33,4.9,13.5,5.067,7,0.4,1009.07,
891,2021-05-24,1,7.4,9,13.1,19.9,72.54,3.7,12.6,1.667,7.7,3.6,1007.85,
891,2021-05-25,1,7.4,9,10.2,12.3,83.25,4.6,13.3,1.4,7.7,3.1,1006.81,
891,2021-05-26,1,7.1,8.8,10.5,13.1,83.17,6.1,17,1.467,7.6,5.3,1004.83,
891,2021-05-27,1,7.8,9.6,11.4,13.5,87.13,7.6,17.1,1.433,7.1,3.3,1010.68,
891,2021-05-28,1,8.1,8.6,10.5,12.9,83.33,5.7,11.4,0.2,7.7,0.2,1021.87,
891,2021-05-29,1,4.6,8.2,10,11.9,80.17,3.9,7.6,2.15,6.3,0,1025.41,
891,2021-05-30,1,5.2,8.1,10.6,13.4,88.5,3.5,6.6,3.467,5.8,0,1026.84,
891,2021-05-31,1,4.4,10.6,14.6,19.7,76.88,2.7,8,15.45,0,0,1023.08,
891,2021-06-01,1,7.2,12.1,16.1,20.7,71.13,2.7,7.6,10.683,5.2,0,1018.62,
891,2021-06-02,1,10.6,12.3,16.2,20.5,71.63,7.7,14.7,13.4,2.9,0,1016.52,
891,2021-06-03,1,14.6,15.5,18.3,22.3,71.63,4.6,16.1,4.883,7.5,3.8,1018.09,
891,2021-06-04,1,11.9,14.8,17.6,20.3,85.38,3.3,7,14.983,3.3,0,1019.34,
891,2021-06-05,1,14,15.2,17.7,21.1,85.67,3.2,8,2.217,7.5,0.3,1017.92,
891,2021-06-06,1,14,14.1,15.3,17.6,90.92,4.2,8.6,0.033,8,0.3,1019.71,
891,2021-06-07,1,13.3,14,15,16.6,90.83,5.5,9.4,0.117,7.8,0,1021.6,
891,2021-06-08,1,8.3,13.5,16.1,19.1,82.25,3.5,7,14.867,2.8,0,1022.22,
891,2021-06-09,1,7.9,13.8,17.5,,68.52,1.8,,14.017,1.8,0,1020.28,
891,2021-06-10,1,8,14.5,17.9,21.2,69.96,1.9,6.4,14.517,4.2,0,1018.77,
891,2021-06-11,1,9.8,15.1,18.7,23.7,76.21,4,14.4,12.817,4.4,0,1016.5,
891,2021-06-12,1,11.5,13.4,15.9,18,76,7.3,16,4.883,6.4,0,1016.56,
891,2021-06-13,1,9.5,13.3,15.3,17.8,67.33,6.7,13.9,13.367,2.1,0,1024.25,
954,2020-03-20,3,,5,6.4,7.6,,,14.1,5.967,,,,
954,2020-03-21,3,,3.2,4.7,6,56.38,11.6,19,11.95,,,1034.14,
954,2020-03-22,3,,3.2,4.8,6,56.58,10.9,15.5,12,,,1036.27,
954,2020-03-23,3,,2.8,4.8,6.7,48.75,11.1,16.2,11.75,,,1036.06,
954,2020-03-24,3,,3.3,5.3,7.4,56.63,9.9,16,11.117,,,1032.7,
954,2020-03-25,3,,4.4,5.9,7.8,56.79,7.6,14,11.967,,,1030.23,
954,2020-03-26,3,,5.3,6.3,7.4,62.17,6.9,12,12,,,1028.04,
954,2020-03-27,3,,5.3,6.7,8.4,77.63,7.7,10.9,11.85,,,1026.2,
954,2020-03-28,3,,5.6,6.4,7.3,77.29,10.3,19.3,10.083,,,1025.63,
954,2020-03-29,3,,2.6,4.3,6.5,55.33,13.6,21.1,11.483,,,1032.38,
954,2020-03-30,3,,4.1,5.7,7,73.25,8.7,16.3,8,,,1028.78,
954,2020-03-31,3,,3.6,4.6,6,54.79,5.1,10.9,12.15,,,1031.06,
954,2020-04-01,3,,5.3,6.4,6.9,85.33,8.7,13,1.2,,,1019.18,
954,2020-04-02,3,,5.4,6.8,7.8,80.88,11.6,19.3,2.317,,,1008.42,
954,2020-04-03,3,,4.1,5.9,6.4,69.5,9.9,18.5,8.267,,,1013.2,
954,2020-04-04,3,,6.1,7.5,9.3,80.67,6.2,11.3,10.55,,,1023.1,
954,2020-04-05,3,,7,8.7,12,73.63,8.1,13.1,12.75,,,1023.52,
954,2020-04-06,3,,7.9,9.1,12.1,79.21,6.7,12.9,11.65,,,1019.23,
954,2020-04-07,3,,7.6,8.4,11.2,90.04,3.5,7.4,12.483,,,1031.4,
954,2020-04-08,3,,8.4,8.9,10.9,84.46,3.8,8.6,11.2,,,1026.13,
954,2020-04-09,3,,6.4,7.9,10.1,83.83,5.4,9.6,8.3,,,1026.9,
954,2020-04-10,3,,6,6.4,6.8,76.42,3.4,7.8,11.733,,,1029.09,
954,2020-04-11,3,,6.5,8.1,10.8,83.83,4.2,7.4,10.4,,,1024.96,
954,2020-04-12,3,,7.2,9.4,11.2,85.42,4.6,16.8,10.7,,,1015.05,
954,2020-04-13,3,,4.4,5.9,7.5,61.75,14.3,24.4,7.5,,,1020.88,
954,2020-04-14,3,,4.6,6.1,6.8,68.42,9.1,16.9,6.567,,,1024.8,
954,2020-04-15,3,,6.5,7.6,8.2,84.67,8.4,12.9,12.883,,,1022.13,
954,2020-04-16,3,,7,7.7,8.3,88.63,4.6,8.9,9.833,,,1019.24,
954,2020-04-17,3,,6.1,7,8.8,74.25,5,8.7,11.683,,,1020.23,
954,2020-04-18,3,,7.6,8.7,9.9,74.63,7.8,13.7,13.733,,,1020,
954,2020-04-19,3,,7.2,8.6,10.1,68.83,8.9,14.4,13.95,,,1024.64,
954,2020-04-20,3,,7.7,9.3,11.6,65.71,9.4,28.5,14.067,,,1026.78,
954,2020-04-21,3,,8,9.5,11.1,74.54,10.6,16,14.05,,,1026.44,
954,2020-04-22,3,,8.2,9.7,11.7,75.33,9.5,14,14.017,,,1026.7,
954,2020-04-23,3,,8.8,9.9,11.6,85.04,5,8.5,13,,,1022.03,
954,2020-04-24,3,,6.9,8.5,10,84.29,8.5,15.6,3.667,,,1013.28,
954,2020-04-25,3,,7.8,8.3,8.8,84.33,7.1,11.8,12.3,,,1013.71,
954,2020-04-26,3,,7.3,7.9,9.1,68.04,3.5,8.9,4.333,,,1012.18,
954,2020-04-27,3,,8.3,9.7,12.1,82.58,5.3,9.7,6.083,,,1007.36,
954,2020-04-28,3,,7.9,8.3,8.8,78.33,3.9,8.1,2.817,,,1006.51,
954,2020-04-29,3,,7.8,8.7,10,89.04,4.6,10.8,0.283,,,1003.74,
954,2020-04-30,3,,7.3,9.8,10.8,85.75,6.9,19.5,7.933,,,998.6,
954,2020-05-01,3,,7.5,9.2,10.6,84.46,7,14.7,5.9,,,997.12,
954,2020-05-02,3,,8.6,9.3,10.2,88.29,6.2,10.3,8.4,,,1005.05,
954,2020-05-03,3,,8.9,9.3,9.8,82.17,4.7,9,7.467,,,1016.3,
954,2020-05-04,3,,8,8.7,9.1,70.13,7.2,12.4,13.233,,,1020.52,
954,2020-05-05,3,,7.5,8.5,9.4,70.5,7.5,12.3,14.667,,,1023.27,
954,2020-05-06,3,,8.1,8.6,9.2,75.46,6.4,10.8,13.917,,,1026.08,
954,2020-05-07,3,,8.8,9.3,10.2,78.79,5.2,10.6,8.95,,,1023.53,
954,2020-05-08,3,,8.8,10.8,12.6,81.5,3.7,6.3,12.833,,,1018.65,
954,2020-05-09,3,,7.8,10.1,13.1,92.25,3.2,6.1,7.383,,,1014.85,
954,2020-05-10,3,,6.8,8.7,11.3,84.04,9.4,21,5.8,,,1009.73,
954,2020-05-11,3,,5.1,7,7.7,65.88,12,20.8,10.383,,,1015.05,
954,2020-05-12,3,,5.3,7.5,8.4,73.29,9.2,17.1,7.233,,,1015,
954,2020-05-13,3,,5.4,7.4,8.3,66.71,9.4,15.2,11.967,,,1013.89,
954,2020-05-14,3,,4.9,7.3,8.1,62.29,6.2,15.2,13.267,,,1020.9,
954,2020-05-15,3,,7.9,9.1,9.8,79,8.5,12.9,7.017,,,1020.31,
954,2020-05-16,3,,9.2,9.7,10.4,85.42,7.4,11.7,6.317,,,1020.01,
954,2020-05-17,3,,9.4,10.4,11.3,86,7.6,11,11.933,,,1020.79,
954,2020-05-18,3,,10.5,11,11.6,89.92,6.4,10.6,1.667,,,1019.87,
954,2020-05-19,3,,10.6,11.1,12.2,94,4.4,9.4,6.067,,,1021.07,
954,2020-05-20,3,,9.3,10.9,12.1,97.21,1.6,5,1.333,,,1023.95,
954,2020-05-21,3,,8.6,11.2,14.9,95.46,3.6,8.9,8.55,,,1022.81,
954,2020-05-22,3,,12,13.3,14.5,87.71,7.2,13.7,2.683,,,1016.16,
954,2020-05-23,3,,12,12.4,13,81.25,8.1,13.2,11.883,,,1017.98,
954,2020-05-24,3,,11.4,11.9,12.6,85.08,10,17.3,8.833,,,1022.86,
954,2020-05-25,3,,8.8,10.1,11.6,82.21,8.8,17.3,0,,,1032.09,
954,2020-05-26,3,,8.3,10.3,12.6,85.13,2,5.1,9.167,,,1035.98,
954,2020-05-27,3,,10.9,11.4,12,87,6,12,6.2,,,1035.12,
954,2020-05-28,3,,10.2,10.7,11.3,78.92,7.1,10.5,15.867,,,1034.83,
954,2020-05-29,3,,10,11,12.2,79.83,5.6,9.7,16.033,,,1030.94,
954,2020-05-30,3,,12,13.1,14.9,84.04,4.6,7.5,16,,,1027.3,
954,2020-05-31,3,,12.9,14.3,15.9,77.21,5.8,10.3,9.333,,,1026.72,
954,2020-06-01,3,,13.7,14.9,16.7,74.13,6.5,9.9,13.05,,,1025.89,
954,2020-06-02,3,,14.5,15.5,17.4,78.25,4.7,6.9,13.483,,,1018.15,
954,2020-06-03,3,,13.4,14.9,16,84.42,8.2,15.4,5.317,,,1005.22,
954,2020-06-04,3,,10.9,12.7,14,88.25,8.2,15.9,0,,,994.99,
954,2020-06-05,3,,8.6,10.6,12.4,75.5,8,17.3,4.883,,,990.74,
954,2020-06-06,3,,8.5,11.5,12.9,72.21,10.8,21.3,7.383,,,995.97,
954,2020-06-07,3,,10.2,12,13.2,80.08,7,13.6,7.683,,,1003.84,
954,2020-06-08,3,,11.4,11.9,13.2,80.58,4.3,10.4,14.75,,,1014.71,
954,2020-06-09,3,,11.2,11.7,13.3,62.38,2.9,6.1,10.95,,,1019.79,
954,2020-06-10,3,,11.4,12.8,14.9,79.33,5.6,10.1,2.717,,,1017.99,
954,2020-06-11,3,,13.1,14.3,16.1,88.58,8,13.8,0,,,1014.19,
954,2020-06-12,3,,13.2,14.5,15.7,93.67,7.3,15.1,4.65,,,1011.75,
954,2020-06-13,3,,13.9,14.9,17.4,96.54,7.4,13.4,8.35,,,1012.58,
954,2020-06-14,3,,14.1,15,16.6,92.13,5.7,10.6,1.083,,,1014.45,
954,2020-06-15,3,,13.7,15.4,18,84.04,4.2,10,15.9,,,1016.2,
954,2020-06-16,3,,13.3,15.6,18.1,89.71,2.9,5.8,12.233,,,1015.36,
954,2020-06-17,3,,13.3,15.5,18.5,93.13,4.6,9.4,13.233,,,1013.37,
954,2020-06-18,3,,15.1,16.5,18.1,89.63,5.4,8.8,9.95,,,1011.63,
954,2020-06-19,3,,14.5,15.7,17.2,89.54,4.9,10.3,6.767,,,1014.95,
954,2020-06-20,3,,15.2,15.7,16.2,84.17,5,8.3,12.417,,,1019.75,
954,2020-06-21,3,,15,16.4,19.5,83.42,4.6,8.8,11.933,,,1019.25,
954,2020-06-22,3,,15.7,16.4,17.2,81.71,4.4,7.2,15.867,,,1023.58,
954,2020-06-23,3,,15.5,16.8,18.1,74.5,2.7,5.3,16.1,,,1026.18,
